wav_filename,wer,cer,original,prediction
common_voice_ca_17852517.wav,0.076923,0.024096,el corredor mediterrani no és un corredor andalús murcià valencià català o espanyol,el corredor mediterrani no és un corredor andalús murcià valencià català espanyol
common_voice_ca_17852519.wav,0.125000,0.100000,el mal de cap el menjar el bat,el mal de cap el menjar el vaig
common_voice_ca_17852520.wav,0.000000,0.000000,mentida,mentida
common_voice_ca_17852518.wav,0.095238,0.064935,el que és de la mare és de la filla i el que és de la filla la filla s'ho vol,el que és de la mare és de la filla i el que és de la filla la filla sol
common_voice_ca_17506700.wav,0.000000,0.000000,citaré un únic exemple perquè s'entengui el meu pensament,citaré un únic exemple perquè s'entengui el meu pensament
common_voice_ca_17506704.wav,0.000000,0.000000,dotzena,dotzena
common_voice_ca_17506703.wav,0.000000,0.000000,home baixet home de pet,home baixet home de pet
common_voice_ca_17506702.wav,0.000000,0.000000,secrets en reunió és de mala educació,secrets en reunió és de mala educació
common_voice_ca_17994357.wav,0.272727,0.148936,qui té la paella pel mànec fa anar l'oli on vol,qui té la paella pel mànec fan a l'oli vol
common_voice_ca_17994358.wav,0.428571,0.159091,aquesta qüestió és irrellevant en aquest cas,aquella qüestió és rellevant amb aquest cas
common_voice_ca_17506701.wav,0.055556,0.010989,anaven cercant les flors més oloroses i perfumades i així la mel seria més dolça i més bona,anaven cercant les flors més oloroses i perfumades i així la mel seria més dolç i més bona
common_voice_ca_17994356.wav,0.750000,0.454545,ara ja no m'interesses,ara galteres es
common_voice_ca_17994360.wav,0.000000,0.000000,neus salta,neus salta
common_voice_ca_20137028.wav,0.000000,0.000000,era una dona de classe social alta anglesa d'estil icònic escriptora i activista,era una dona de classe social alta anglesa d'estil icònic escriptora i activista
common_voice_ca_17994359.wav,0.857143,0.305556,els finals de vacances em fan fàstic,al final la canses en fan estic
common_voice_ca_20137030.wav,0.071429,0.040000,per a la mesura de la intensitat de precipitació s'utilitzen majoritàriament pluviòmetres de balancí,per a la mesura de la intensitat de precipitació s'utilitzen majoritàriament pluviòmetres de valencia
common_voice_ca_20137031.wav,0.250000,0.114754,desaigua al daró poc abans d'arribar a la ciutat de la bisbal,desaigua dropo abans d'arribar a la ciutat de la bisbal
common_voice_ca_20137027.wav,0.222222,0.067797,fou mestre a les universitats d'edimburg glasgow i aberdeen,fou mestre a les universitats d'edimburg glasgow i a berlín
common_voice_ca_20137029.wav,0.333333,0.064516,d'altra banda va condemnar per herètics els germans apostòlics,d'altra banda va condemnar per al ètics als germans apostòlics
common_voice_ca_19418554.wav,0.000000,0.000000,per a un cultiu enriquidor d'aquestes plantes el més important és una bona hidratació,per a un cultiu enriquidor d'aquestes plantes el més important és una bona hidratació
common_voice_ca_19418552.wav,0.000000,0.000000,no és afectat per gaires malalties i plagues,no és afectat per gaires malalties i plagues
common_voice_ca_19418553.wav,0.428571,0.146341,el rodatge segueix a santa marta colòmbia,és rodatge segueix sent marta colòmbia
common_voice_ca_19418556.wav,0.000000,0.000000,tanmateix sembla que ho havia estat,tanmateix sembla que ho havia estat
common_voice_ca_19418555.wav,0.000000,0.000000,quan surt per l'altre costat del túnel ja és la riera de l'estany,quan surt per l'altre costat del túnel ja és la riera de l'estany
common_voice_ca_21638647.wav,0.333333,0.112360,és una espècie endèmica de la península ibèrica pròpia de la zona oriental i sud-oriental,és una especia endèmica de la península ibèrica pròpia de les orientalis sud-oriental
common_voice_ca_21638638.wav,0.384615,0.064935,és un traç horitzontal del qual en surten set traços perpendiculars més curts,és un traç horitzontal del qual en surt en sec traços perpendiculars les cures
common_voice_ca_21638657.wav,0.000000,0.000000,les persones vingudes amb aquesta onada es dedicaren principalment a l'hostaleria,les persones vingudes amb aquesta onada es dedicaren principalment a l'hostaleria
common_voice_ca_21638661.wav,0.071429,0.023810,està construïda amb maçoneria amb reforç de carreus a les cantonades i les obertures,està construïda amb maçoneria amb reforç de carreus de les cantonades i les obertures
common_voice_ca_21638658.wav,0.000000,0.000000,el finançament del grup depèn de les aportacions realitzades pels seus membres,el finançament del grup depèn de les aportacions realitzades pels seus membres
common_voice_ca_21205772.wav,0.000000,0.000000,canonge arxipreste de la catedral de vic,canonge arxipreste de la catedral de vic
common_voice_ca_21205776.wav,0.357143,0.140000,aquesta junt amb fets fabulosos i exagerats inclou molta informació valuosa sobre països desconeguts,aquesta junta fet segons les i exagerat inclou molta informació valuosa sobre països desconeguts
common_voice_ca_21205773.wav,0.333333,0.068182,els manuscrits d'aquest període s'han perdut,els van escrits d'aquest període s'han perdut
common_voice_ca_21205774.wav,0.285714,0.104167,gairebé totes aquestes llengües són ara extintes,gairebé totes aquestes llengües són les tintes
common_voice_ca_19895149.wav,0.000000,0.000000,és un asteroide llarg i molt fosc del cinturó principal,és un asteroide llarg i molt fosc del cinturó principal
common_voice_ca_19895148.wav,0.000000,0.000000,està en fa major,està en fa major
common_voice_ca_19895151.wav,0.222222,0.080000,també es dedicà al periodisme com a crític musical,també ha es dedica al periodisme com a crític musical
common_voice_ca_19895150.wav,0.000000,0.000000,les bandes oest i nord del barri són molt menys pròsperes i menys diverses,les bandes oest i nord del barri són molt menys pròsperes i menys diverses
common_voice_ca_20328341.wav,0.750000,0.428571,tenen el pelatge d'un color marró bastant discret,tenen el que agenollar marro batalles crec
common_voice_ca_19895152.wav,0.133333,0.024691,prop del poble hi ha les restes d'una altra església també dedicada a sant miquel,prop del poble i a les restes d'una altra església també dedicada a sant miquel
common_voice_ca_20328344.wav,0.615385,0.352273,l'estació es trobava a la línia barcelona-vilanova-valls i n'era la terminal a barcelona,l'estació es trobava d'alinearse lona de la nova va inernacional a barcelona
common_voice_ca_20328342.wav,0.444444,0.142857,un polígon estrellat no ha de ser necessàriament regular,com poligon estrella no de ser necessàriament regular
common_voice_ca_20328345.wav,0.300000,0.187500,aquest lloc que va anar de viles i esplai romans,aquest lloc que va anar de viles estiraments
common_voice_ca_20328343.wav,0.333333,0.236842,la segona dedicada a la decisió final hauria de ser preferentment presencial,la segona dedicada a la decisió final abracen ment presencial
common_voice_ca_17458283.wav,0.571429,0.296296,i a més no parava de xerrar,i a més operava deixarà
common_voice_ca_17458282.wav,0.611111,0.388889,però el que no té excusa és que t'hages venut que t'hages lliurat com un parrac del carrer,el que no té excuses de taxes quan un les lliurat com un arrencar
common_voice_ca_17458284.wav,0.300000,0.174757,ell coneixia molt bé la lletra de tots els seus amics i amigues i aquesta no corresponia a ningú d'ells,el coneixia molt ben llarga tots els seus amics i amigues i aquesta no corresponia a ningú
common_voice_ca_17458285.wav,0.000000,0.000000,mostrarà el resultat a la resta de membres de la mesa i a les persones que estiguin presents,mostrarà el resultat a la resta de membres de la mesa i a les persones que estiguin presents
common_voice_ca_17458286.wav,0.083333,0.038462,actualment catalunya té una de les economies més obertes i dinàmiques d'europa,talment catalunya té una de les economies més obertes i dinàmiques d'europa
common_voice_ca_19913009.wav,0.000000,0.000000,conté una important infraestructura d'allotjament i transport,conté una important infraestructura d'allotjament i transport
common_voice_ca_19913011.wav,0.000000,0.000000,es tracta d'animals nocturns que viuen en caus profunds,es tracta d'animals nocturns que viuen en caus profunds
common_voice_ca_19913008.wav,0.000000,0.000000,es tracta d'una creu de ferro encastada en un peu de pedra,es tracta d'una creu de ferro encastada en un peu de pedra
common_voice_ca_19913012.wav,0.076923,0.023256,s'utilitzen en les anàlisis químiques del medi ambient per mesurar la demanda d'oxigen,s'utilitza en les anàlisis químiques del medi ambient per mesurar la demanda d'oxigen
common_voice_ca_19913010.wav,0.000000,0.000000,mostra la diversitat dels hàbitats salvatges i criatures de tot el planeta,mostra la diversitat dels hàbitats salvatges i criatures de tot el planeta
common_voice_ca_17507516.wav,0.000000,0.000000,que garanteixi sobretot el bon ordre,que garanteixi sobretot el bon ordre
common_voice_ca_17507515.wav,0.300000,0.129630,el cas ara és diferent i els nostres mètodes de defensa han de millorar amb el nostre increment de propietat,el cas ha desfet i els nostres mètodes de defensa en emillorar amb el nostre increment de propietat
common_voice_ca_17507518.wav,0.428571,0.230769,al mal de cap omple el pap,el mal de cap omple por
common_voice_ca_17507517.wav,0.000000,0.000000,les persones sol·licitants juntament amb la sol·licitud i el currículum no acompanyaran cap documentació,les persones sol·licitants juntament amb la sol·licitud i el currículum no acompanyaran cap documentació
common_voice_ca_17507519.wav,0.312500,0.134615,el servei de vigilància i alertes passa a denominar-se servei de vigilància control alimentari i alertes,el servei de vigilància i a l'art es passaven amenaces servei de vigilància control alimentari i alertes
common_voice_ca_19050139.wav,0.000000,0.000000,a sant que no li tinguis devoció no li facis oració,a sant que no li tinguis devoció no li facis oració
common_voice_ca_19050137.wav,0.000000,0.000000,tampoc està gens clar com o perquè ho hauria fet,tampoc està gens clar com o perquè ho hauria fet
common_voice_ca_19050136.wav,0.047619,0.018349,un valencianisme que com hem vist té bastants factors en contra per a ser un bon reclam electoral per ell sol,un valencianisme que com hem vist i bastants factors en contra per a ser un bon reclam electoral per ell sol
common_voice_ca_20512549.wav,0.222222,0.048387,les formigues els protegeixen dels seus depredadors i paràsits,les formigues es protegien dels seus depredadors i paràsits
common_voice_ca_19050140.wav,0.000000,0.000000,la contestació s'enviarà a l'adreça de correu electrònic d'on procedisca la consulta,la contestació s'enviarà a l'adreça de correu electrònic d'on procedisca la consulta
common_voice_ca_20512551.wav,0.000000,0.000000,cada ministre és responsable de les accions del seu departament,cada ministre és responsable de les accions del seu departament
common_voice_ca_20512552.wav,0.000000,0.000000,pot ser convertit en l'arbre binari de la dreta,pot ser convertit en l'arbre binari de la dreta
common_voice_ca_20512548.wav,0.166667,0.051282,l'any següent se'n duplica la producció,l'any següent en duplica la producció
common_voice_ca_20512550.wav,0.000000,0.000000,els adults són marrons i amb taques blanques disperses a les ales,els adults són marrons i amb taques blanques disperses a les ales
common_voice_ca_20506481.wav,0.166667,0.070423,després va ser nomenat general de les darreries i governador de jiangxi,després va ser nomenat general de les darreres i governador de sang
common_voice_ca_20506482.wav,0.200000,0.111111,també a la plaça europa es veuen uns grans contraforts,també a represa europa es veuen uns grans contraforts
common_voice_ca_20506484.wav,0.142857,0.058824,la seva severitat en temes de disciplina el féu tremendament impopular entre la tropa,la seva severitat en termes de disciplina el tremendament impopular entre la tropa
common_voice_ca_20506485.wav,0.400000,0.238095,no hi havia cap uniforme dissenyat per als membres que no tenien una funció dirigent,no hi era californiana de els membres que no tenien una funció dirigent
common_voice_ca_19023628.wav,0.000000,0.000000,qui té vergonya es mor de fam,qui té vergonya es mor de fam
common_voice_ca_20506483.wav,0.066667,0.020833,les obres es van concretar específicament en la construcció d'una tercera planta i el coronament,les obres es van concretar específicament en la construcció d'una tercera planta el coronament
common_voice_ca_19023629.wav,0.250000,0.115385,amic enfadat enemic doblat,amic enfadat enemic doblat un
common_voice_ca_19023630.wav,0.000000,0.000000,aquesta data pot variar si es presenten pliques per correu o s'han d'esmenar proposicions,aquesta data pot variar si es presenten pliques per correu o s'han d'esmenar proposicions
common_voice_ca_19023632.wav,0.000000,0.000000,va passar el mateix amb les cintes de casset,va passar el mateix amb les cintes de casset
common_voice_ca_19023631.wav,0.125000,0.105263,desembre és un vell que arruga la pell,desembre és un vell que roda la pell
common_voice_ca_18055278.wav,0.666667,0.375000,venim de gaibiel,venim d'aielo
common_voice_ca_18055279.wav,1.000000,0.687500,venim de montgai,ben intriga
common_voice_ca_18055282.wav,1.000000,0.651163,els ajuntaments del garraf no tenen moqueta,és la dona ment de vagabonde
common_voice_ca_18055280.wav,1.000000,0.760000,quin cotxet més modern oi,i totes
common_voice_ca_18055281.wav,0.937500,0.688679,coneixedora de la vida comprenia la importància d'aquell favor i allò que forçosament havia de sobrevindre,en estrenava obviament porteriori llorers de enviades
common_voice_ca_17554181.wav,0.272727,0.092593,és curiós no s'entenen de res però no deixen de parlar,es curiós no senten res de res però no deixen de parlar
common_voice_ca_17554185.wav,0.250000,0.156863,quan el diable s'ha encarnat es disfressa d'advocat,quan el diable encarnat es disfressa alvocat
common_voice_ca_17554184.wav,0.000000,0.000000,diners fan diners,diners fan diners
common_voice_ca_17554183.wav,0.750000,0.270270,casa de dues portes fa de mal guardar,casa del mes portes podem el guarda
common_voice_ca_17728874.wav,0.000000,0.000000,venim de carlet,venim de carlet
common_voice_ca_17554182.wav,0.266667,0.100000,hom ha calculat que google potser invertirà uns dos-cents milions de dòlars en el projecte,ho ha calculat que o el potser invertirà uns dos-cents milions de dos en el projecte
common_voice_ca_17728877.wav,0.000000,0.000000,és el rei de les excuses,és el rei de les excuses
common_voice_ca_17728878.wav,0.000000,0.000000,venim de sant carles de la ràpita,venim de sant carles de la ràpita
common_voice_ca_17728875.wav,0.000000,0.000000,venim de vallirana,venim de vallirana
common_voice_ca_19381409.wav,0.000000,0.000000,va estudiar a frança alemanya i suïssa,va estudiar a frança alemanya i suïssa
common_voice_ca_19381404.wav,0.090909,0.012821,darrere la conquesta s'atorgarà la seua jurisdicció als marquesos de guadalest,darrere la conquesta s'atorgarà la seva jurisdicció als marquesos de guadalest
common_voice_ca_19381405.wav,0.076923,0.031579,el síl·labus va esdevenir el punt de referència permanent dels moviments eclesials conservadors,el síl·labus esdevenir el punt de referència permanent dels moviments eclesials conservadors
common_voice_ca_19381403.wav,0.000000,0.000000,s'alimenta d'insectes fruits llavors i nèctar,s'alimenta d'insectes fruits llavors i nèctar
common_voice_ca_19381407.wav,0.000000,0.000000,també exposat com a recursos decoratius,també exposat com a recursos decoratius
common_voice_ca_17495409.wav,0.000000,0.000000,on eren,on eren
common_voice_ca_17495411.wav,0.000000,0.000000,tant se val,tant se val
common_voice_ca_17495407.wav,0.000000,0.000000,veureu,veureu
common_voice_ca_17495414.wav,0.083333,0.039216,de l'home que de tu es fia fia't tu que és cortesia,de l'home que de tu es fia fia tu que és cortesia
common_voice_ca_19911877.wav,0.000000,0.000000,desenvolupà el càrrec de mestre de cors del teatre reial de madrid,desenvolupà el càrrec de mestre de cors del teatre reial de madrid
common_voice_ca_19911880.wav,0.000000,0.000000,va fotografiar salvador dalí durant els tres últims anys de la seva vida,va fotografiar salvador dalí durant els tres últims anys de la seva vida
common_voice_ca_17495406.wav,0.200000,0.097222,oh si violentar fos produir la nostra frança seria més rica que no ho és,o si dolenta fos produir la nostra frança seria més rica que no és
common_voice_ca_19911878.wav,0.000000,0.000000,actualment no obstant això acull el centre cultural la torre la casa de la cultura,actualment no obstant això acull el centre cultural la torre la casa de la cultura
common_voice_ca_19911879.wav,0.000000,0.000000,a més va participar en diverses exposicions col·lectives,a més va participar en diverses exposicions col·lectives
common_voice_ca_19911881.wav,0.000000,0.000000,presenta una combinació d'elements única,presenta una combinació d'elements única
common_voice_ca_20171090.wav,1.000000,0.358491,l'estany exportava aquesta roba i els fruits sobrants,l'estan es portava aquesta roures tresorers
common_voice_ca_20171085.wav,0.428571,0.373494,va desenvolupar fàbriques amb un mètode que limitava el fum de manera molt efectiva,va desenvolupar fàbriques amb un bescanviat el fum de bragueta
common_voice_ca_20171086.wav,0.000000,0.000000,durant la segona guerra mundial fou empresonat,durant la segona guerra mundial fou empresonat
common_voice_ca_20171088.wav,0.142857,0.078947,aquests en són els exemples més usuals,aquests són els exemples més usuals
common_voice_ca_20171089.wav,0.100000,0.061538,disposa d'un llac amb espècies autòctones de la zona mediterrània,disposa d'un llac amb espècies autores de la zona mediterrània
common_voice_ca_19915979.wav,0.000000,0.000000,majoritàriament les obertures són rectangulars,majoritàriament les obertures són rectangulars
common_voice_ca_19916008.wav,0.000000,0.000000,radiografia de tòrax,radiografia de tòrax
common_voice_ca_19916007.wav,0.000000,0.000000,en general les hidres fan pocs mil·límetres de longitud,en general les hidres fan pocs mil·límetres de longitud
common_voice_ca_19916010.wav,0.333333,0.137931,smith és part de la delegació,es mi és part de la delegació
common_voice_ca_19916009.wav,0.071429,0.022989,segons aquesta tradició fou arquebisbe de càller en succeir eutimi de càller també sant,segons aquesta tradició fou arquebisbe de càller en succeir eutimi de callar també sant
common_voice_ca_18650569.wav,0.000000,0.000000,va,va
common_voice_ca_18650567.wav,0.000000,0.000000,tronada de sant joan les nous corcades,tronada de sant joan les nous corcades
common_voice_ca_18650600.wav,0.666667,0.250000,venim de sempere,venim de sant pere
common_voice_ca_18650610.wav,0.166667,0.064935,només s'han afegit unes notes finals que amplien algunes línies de l'argument,només s'han afegit unes notes finals complien algunes línies de l'argument
common_voice_ca_17479028.wav,0.428571,0.241379,per xic pillar no cau la casa,participar no cau la casa
common_voice_ca_18650615.wav,0.714286,0.383721,abans d'eixir el sol tot l'horitzó marítim està ocult per una poderosa nuvolada terral,abans de si el sol tot l'aliment i està culte no poderes no volaran
common_voice_ca_17479029.wav,0.200000,0.102041,a veure si encara així troba motiu per a murmurar,a veure encara així troba motiu per murmurar
common_voice_ca_17479030.wav,0.153846,0.074468,si apareixen béns demanials d'una altra administració es tramitarà la mutació demanial externa,si apareixen béns demanials d'una altra administració assumirà la mutació demanial externa
common_voice_ca_17510307.wav,0.000000,0.000000,a dalt,a dalt
common_voice_ca_17479027.wav,0.285714,0.087912,si pressionem aquesta palanca dues vegades aquell engranatge es mourà dues o quatre vegades,si pressionem aquesta palanca dues vegades aquell engranatges morats o quatre vegades
common_voice_ca_17510306.wav,0.200000,0.039474,aquestes mesures seran independents de les sancions que correspongui imposar,aquestes mesures seran independents de les sancions que corresponguin posar
common_voice_ca_17510310.wav,0.000000,0.000000,és cert,és cert
common_voice_ca_17510308.wav,0.333333,0.076923,féu una pausa,feu una pausa
common_voice_ca_17510309.wav,0.500000,0.142857,aquesta és la qüestió,aquestes la qüestió
common_voice_ca_19374274.wav,0.272727,0.081967,ell també va cometre assassinats tant en públic com en secret,ell també va cometre assassinats tant en públic comença crec
common_voice_ca_19374276.wav,0.333333,0.235294,una vegada format donà lliçons de música a szczecin,una vegada format donant ions de música a cases
common_voice_ca_19374277.wav,0.000000,0.000000,va passar a ser el pare fundador de la història del dret espanyol,va passar a ser el pare fundador de la història del dret espanyol
common_voice_ca_19374278.wav,0.222222,0.066667,i també és variable la llista dels seus fills,i també es variable a la llista dels seus fills
common_voice_ca_19374275.wav,0.714286,0.275000,maria llavors va anar a visitar elisabet,maria llavors van visitar els arreu
common_voice_ca_17482978.wav,0.000000,0.000000,la primera,la primera
common_voice_ca_17482981.wav,0.500000,0.181818,l'últim que pele fulla,l'últim que pelicula
common_voice_ca_17482979.wav,0.083333,0.038462,si compres res a censal no en pagues més del que val,si compres res a censal no en vaques més del que val
common_voice_ca_17482984.wav,1.000000,0.454545,queda entès,queden tres
common_voice_ca_17468459.wav,0.000000,0.000000,s'ha d'acabar de revisar,s'ha d'acabar de revisar
common_voice_ca_17482982.wav,0.052632,0.009615,aquest mode no admet més de dues transposicions després de les quals es torna a repetir el model inicial,aquest model no admet més de dues transposicions després de les quals es torna a repetir el model inicial
common_voice_ca_17468456.wav,0.000000,0.000000,una gota forada una pedra,una gota forada una pedra
common_voice_ca_17468467.wav,0.666667,0.277778,ho sento moltíssim,posen com moltíssim
common_voice_ca_17468469.wav,0.142857,0.028571,qui sabia el que li estava reservat,que sabia el que li estava reservat
common_voice_ca_17468466.wav,0.700000,0.421053,quan les coses apleguen a l'extrem de mirar tan prim s'ha de fer el cor fort o plegar el negoci,per les coses de plegar a l'extrem de mirat empinada fer confort o la c
common_voice_ca_19175750.wav,0.000000,0.000000,per això veure un programa i copiar-ne les idees per fer-ne un altre no és cap feina fàcil,per això veure un programa i copiar-ne les idees per fer-ne un altre no és cap feina fàcil
common_voice_ca_19175746.wav,0.000000,0.000000,amb diners torrons i amb pessetes casquetes,amb diners torrons i amb pessetes casquetes
common_voice_ca_19175748.wav,0.187500,0.068627,la posició enlairada i amagada a la vegada obligava a discórrer per altres estances abans d'aplegar-hi,la posició enlairada i amarrada a la vegada obligava a discórrer per altres estances abans de plegar
common_voice_ca_19175747.wav,0.750000,0.193548,s'entenien només calia veure'ls,s'entenien només que li ha veure'ls
common_voice_ca_19175749.wav,0.000000,0.000000,la qüestió del punt volat encara era més greu,la qüestió del punt volat encara era més greu
common_voice_ca_19059085.wav,0.600000,0.380952,animalet de déu qui t'ha vist i qui et veu,animalet d'equitat i qui veu
common_voice_ca_19059083.wav,0.000000,0.000000,l'important per a la nostra anàlisi és seguir l'evolució de les dues variables,l'important per a la nostra anàlisi és seguir l'evolució de les dues variables
common_voice_ca_19059082.wav,0.000000,0.000000,l'exterior enganya,l'exterior enganya
common_voice_ca_19059086.wav,0.066667,0.036145,la determinació és el nostre caràcter inherent i el coratge no ens ha abandonat mai,la determinació és el nostre caràcter inherent i el coratge no ens abandonat mai
common_voice_ca_19037828.wav,1.000000,0.428571,no tingues por,no tinc res a
common_voice_ca_19037827.wav,0.142857,0.035714,el sol d'agost fa oli i most,el sol d'agost fa oli i mos
common_voice_ca_19059084.wav,0.125000,0.030303,tots els interessats poden presentar una proposta de comunicació per als apartats quatre cinc o sis,tots els interessats poden presentar una proposta de comunicació en els apartats quatre cinc o sis
common_voice_ca_19037830.wav,0.058824,0.028846,el pla també afecta la vegetació de ribera del riu que té la consideració d'hàbitat d'interès comunitari,el pla es també afecta la vegetació de ribera del riu que té la consideració d'hàbitat d'interès comunitari
common_voice_ca_19037829.wav,0.076923,0.034884,l'església és d'una sola nau amb un absis semicircular ornat amb arcuacions llombardes,l'església és d'una sola nau amb absis semicircular ornat amb arcuacions llombardes
common_voice_ca_19893702.wav,0.214286,0.095238,una vegada penjades les botes jan urban comença la seua trajectòria com a entrenador,una vegada penjades les botes jan urban comença la seva sectoria com entrenador
common_voice_ca_19893699.wav,0.000000,0.000000,d'aquest cementiri emmarcat per murs de pedra només destaquen dos panteons,d'aquest cementiri emmarcat per murs de pedra només destaquen dos panteons
common_voice_ca_19893701.wav,0.111111,0.046512,es fa servir per a les descripcions de sang,es fa servir per les descripcions de sang
common_voice_ca_19893698.wav,0.000000,0.000000,va obtenir grans èxits com a retratista i pintor oficial,va obtenir grans èxits com a retratista i pintor oficial
common_voice_ca_20561324.wav,0.100000,0.017857,els primers van atacar als segons però van ser rebutjats,els primers van atacar els segons però van ser rebutjats
common_voice_ca_19893700.wav,0.071429,0.056338,poc després va quedar atrapat a la banquisa a prop de l'illa de wrangel,poc després va quedar atrapat a la banquisa a prop de l'illa de branca
common_voice_ca_20561323.wav,0.100000,0.019231,una part de l'illa està protegida com a parc natural,una part de l'illa està protegida com a part natural
common_voice_ca_20561322.wav,0.000000,0.000000,prop d'aquí s'observen altres pedres planes,prop d'aquí s'observen altres pedres planes
common_voice_ca_20561325.wav,0.250000,0.083333,forçats a submergir-nos durant atac càrregues de profunditat,forçats submergir-nos durant tota càrregues de profunditat
common_voice_ca_20561321.wav,0.125000,0.050847,es tracta d'una organització oficiosa de fabricants tèxtils,es tracta d'una realització oficiosa de fabricants tèxtils
common_voice_ca_17393128.wav,0.642857,0.397590,no veiem que el dret d'ús de l'habitatge familiar n'hagi de constituir cap excepció,no veiem caldre dos de laminatge per a la giacometti cap excepció
common_voice_ca_17393130.wav,0.000000,0.000000,barregeu-ho tot fins que agafi la consistència d'una crema no gaire espessa,barregeu-ho tot fins que agafi la consistència d'una crema no gaire espessa
common_voice_ca_17393131.wav,0.117647,0.070000,el sistema ha de funcionar preferentment durant tot l'any és a dir en mode calefacció i refrigeració,el sistema de consignar preferentment durant tot l'any és a dir en mode calefacció i refrigeració
common_voice_ca_17393132.wav,0.000000,0.000000,tot bon mariner és bevedor fumador i jugador,tot bon mariner és bevedor fumador i jugador
common_voice_ca_19067326.wav,0.000000,0.000000,era una pobra costurera i portava sempre guants,era una pobra costurera i portava sempre guants
common_voice_ca_19067328.wav,0.222222,0.040816,serem el que voldrem ara només depèn de nosaltres,serem el que voldrem ara només depende nosaltres
common_voice_ca_19067329.wav,0.090909,0.035088,a efectes de còmput de terminis el mes d'agost és inhàbil,efectes de còmput de terminis el mes d'agost és inhàbil
common_voice_ca_17383728.wav,0.750000,0.378378,aigua en maig a omplir el graner vaig,aigua vaig ampliaran vaig
common_voice_ca_19067330.wav,0.050000,0.021277,també estan dins les cases de la banda dreta de la riera de beget que formen part del sòl urbà,també estan dins les cases de la banda dreta de la riera de baiget que formen part del sòl urbà
common_voice_ca_19067327.wav,0.062500,0.049020,consistirà a contestar vint preguntes tipus test referides a un cas pràctic que plantejarà el tribunal,consistirà a contestar vint preguntes tipus referides a un cas pràctic que plantejarà el tribunal
common_voice_ca_17383729.wav,0.315789,0.139785,i en acabar el mes ve el corpus i la manifestació de déu nostre senyor pels carrers del poble,i en acabar res del corpus i la manifestació de dues tres senyor pels carrers del poble
common_voice_ca_17383730.wav,0.000000,0.000000,en el procés de matriculació i avaluació els centres educatius utilitzaran el programa de gestió de centres,en el procés de matriculació i avaluació els centres educatius utilitzaran el programa de gestió de centres
common_voice_ca_17383731.wav,0.272727,0.208955,reflectiré la meua imatge novament en la pantalla del teu ordinador,reflectia meua imatge novament en la pantalla del teu
common_voice_ca_17625564.wav,0.444444,0.214286,el burro valent porta càrrega i no la sent,algun valent porta càrrega i no va ser
common_voice_ca_17625565.wav,0.333333,0.170213,el dir mal de sos fills és dir mal de si mateix,el dia de les fills és de mal de si mateix
common_voice_ca_17625567.wav,0.428571,0.121951,casament de carnaval casament que res val,casament de carnaval casament carres va
common_voice_ca_17625566.wav,0.000000,0.000000,en el matrimoni un fill lliga i dos deslliguen,en el matrimoni un fill lliga i dos deslliguen
common_voice_ca_17625568.wav,0.076923,0.012048,aquests impactes seran bàsicament de moviment de terres i roques extretes del talús,aquests impactes seran bàsicament de moviments de terres i roques extretes del talús
common_voice_ca_19051911.wav,0.307692,0.096154,disposa d'una terrassa comunitària d'ús exclusiu de quaranta-set metres amb quaranta decímetres quadrats,disposa una terrassa comunitària dur exclusiu de quanta sotmetres amb quaranta decímetres quadrats
common_voice_ca_19051909.wav,0.187500,0.093458,analitzar la resiliència urbana té algunes implicacions pel que fa a les polítiques públiques i l'urbanisme,analitzar la esencia urbana té unes implicacions pel que fa a les polítiques públiques i l'organisme
common_voice_ca_19051910.wav,0.000000,0.000000,això fou captenir-se amb saviesa,això fou captenir-se amb saviesa
common_voice_ca_19051912.wav,0.111111,0.070175,catalunya està ben posicionada en l'àmbit de la innovació,catalunya està posicionada en l'àmbit de la innovació
common_voice_ca_19051913.wav,0.250000,0.125000,any sec any fred,en sec any fred
common_voice_ca_19064063.wav,0.222222,0.094595,des de la mare de déu d'agost a sant miquel no hi ha cap pluja que faça bé,des de la mare de déu d'agost a sant miquel noia cap pluja que faça
common_voice_ca_19064068.wav,0.181818,0.081301,ponderació d'aquest bloc els exercicis d'aquest bloc comportaran entre el vint per cent i el quaranta per cent de la part a,ponderació d'aquest bloc els exercicis d'aquest bloc comportaran entre un vint per cent i aguanta per cent de la part
common_voice_ca_19064061.wav,0.000000,0.000000,però no pateixis,però no pateixis
common_voice_ca_19064066.wav,0.363636,0.178571,en relació a les experiències de voluntariat cal acreditar-ho mitjançant certificats,en relació a les experiències de punteria calaceit o mitjançant edificats
common_voice_ca_19064065.wav,0.000000,0.000000,any de figues de flor any que plou,any de figues de flor any que plou
common_voice_ca_17455912.wav,0.000000,0.000000,vaig tancar els ulls,vaig tancar els ulls
common_voice_ca_17455910.wav,0.000000,0.000000,els comptes clars i el xocolate espés,els comptes clars i el xocolate espés
common_voice_ca_17455911.wav,0.636364,0.340000,parlant de cada cosa un poc tinc el pimentó al foc,tant l'andanada cosa un poc tina pimentel foc
common_voice_ca_17455913.wav,0.200000,0.074074,cavall maleït més ben lluït,cavall maleït més d'en lluït
common_voice_ca_21387997.wav,0.250000,0.083333,la consonant no és ni àmplia o prima,la consonant no és n'hi amplia o prima
